,Name,Address,City,State,ZIP,County,Phone Number,Program Type,Hours of Operation,Full address,Latitude,Longitude,Latitude2,Longitude2
218,Francisco Presbyterian Church,7257 NC Hwy 89 W,Westfield,NC,27053,Stokes,336.593.3757,PANTRY,M: 9a - 5p (2nd and 4th Monday of each month),"7257 NC Hwy 89 W, Westfield, NC, 27053",36.509527,-80.358138,36.4483674,-80.2854623
219,Yokefellow Ministry of Mt Airy,215 Jones School Rd,Mt Airy,NC,27030,Surry,336.789.5838,PANTRY,M - F: 9a - 11:15a,"215 Jones School Rd, Mt Airy, NC, 27030",36.5313087,-80.6019522,36.5306308,-80.6033325
220,Trinity Episcopal Church,427 N Main St,Mt. Airy,NC,27030,Surry,336.786.6067,PANTRY,Th: 8:30a - 9:30a,"427 N Main St, Mt. Airy, NC, 27030",36.5023906,-80.6087326,36.5024167,-80.6088626
221,Tri-County Christian Crisis Ministry,290 N Bridge St.,Elkin,NC,28642,Surry,336.526.1089,PANTRY,M: 1p - 4p; W & F: 9a - 12p,"290 N Bridge St., Elkin, NC, 28642",36.247764,-80.8514921,36.2479611,-80.8513795
222,The Salvation Army - Mt Airy,651 S South Street,Mt. Airy,NC,27030,Surry,336.786.4075,PANTRY,M - Th: 9a - 4p; F: 9a - 12p (Appt.),"651 S South Street, Mt. Airy, NC, 27030",36.492852,-80.6147427,36.4923746,-80.6142404
223,Foothills Food Pantry,233 Cooper St,Dobson,NC,27017,Surry,336.386.8405,PANTRY,M: 6p - 7p; Tu & Th: 9a - 12:15p,"233 Cooper St, Dobson, NC, 27017",36.391365,-80.72449,36.391397,-80.7243219
224,SEAMS - Pilot Mountain Outreach,407 Old US 52 Bypass,Pilot Mountain,NC,27041,Surry,336.368.4907,PANTRY,Tu - Th: 9a - 12p,"407 Old US 52 Bypass, Pilot Mountain, NC, 27041",36.386443,-80.46,36.3870211,-80.4601766
225,Helping Hands Foundation of Surry,114 W Lebanon St,Mt. Airy,NC,27030,Surry,336.673.0216,PANTRY,M - F: 9a - 3p,"114 W Lebanon St, Mt. Airy, NC, 27030",36.5107157,-80.6096361,36.5108093,-80.6096432
226,ECHO Ministry-The Ark Homeless,130 Hill Street,Elkin,NC,28621,Surry,336.527.1637,SHELTER,Please call for availability,"130 Hill Street, Elkin, NC, 28621",36.2644579,-80.8472898,36.2648177,-80.8468174
227,Greater Mt Airy Ministry of Hospitality - Shepherd's House,227 Rockford St,Mt. Airy,NC,27030,Surry,336.786.1420,SHELTER,Please call for availability,"227 Rockford St, Mt. Airy, NC, 27030",36.4972082,-80.6088562,36.4971764,-80.6087758
228,The Hunger & Health Coalition,141 Health Center Dr,Boone,NC,28607,Watauga,828.262.1628,PANTRY,M - F: 8:30a - 4:30p,"141 Health Center Dr, Boone, NC, 28607",35.929101,-81.177639,36.2145709,-81.6413092
229,The Hunger & Health Coalition - Western Watauga,1081 Old US Highway 421,Sugar Grove,NC,28679,Watauga,828.262.1628,PANTRY,Th: 4p -6p (Every other Thursday),"1081 Old US Highway 421, Sugar Grove, NC, 28679",36.2659413,-81.7831137,36.2656987,-81.7835295
230,Hospitality House,338 Brook Hollow Road,Boone,NC,28607,Watauga,828.264.1237,PANTRY,M - F: 9a - 11a; M - F: 1p - 4p,"338 Brook Hollow Road, Boone, NC, 28607",36.213957,-81.640304,36.2140537,-81.641138
231,First Baptist Church - Boone,375 W King St,Boone,NC,28607,Watauga,828.264.2441,PANTRY,M: 3p - 6p,"375 W King St, Boone, NC, 28607",36.2170355,-81.6803951,36.2165431,-81.6797776
232,Greenway Baptist Church,880 Greenway Rd,Boone,NC,28607,Watauga,828.264.7750,PANTRY,Th: 10a - 2:30p,"880 Greenway Rd, Boone, NC, 28607",36.1979226,-81.6640588,36.1976482,-81.6642471
233,Casting Bread Food Market,194 Aho Rd.,Blowing Rock,NC,28605,Watauga,828.773.6509 (DM cell),PANTRY,W & Th: 10a - 3p,"194 Aho Rd., Blowing Rock, NC, 28605",36.147954,-81.644013,36.153281,-81.645341
234,Blowing Rock Cares Food Pantry,1218 Main St,Blowing Rock,NC,28605,Watauga,252.435.8602 (KS Cell),PANTRY,W: 9a - 12p,"1218 Main St, Blowing Rock, NC, 28605",36.1310646,-81.6786398,36.130778,-81.6792214
235,Hospitality House,338 Brook Hollow Road,Boone,NC,28607,Watauga,828.264.1237,SOUP KITCHEN,M - Su: 6:30a - 8:00a (Breakfast); M - Su: 11:30a - 1p (Lunch); M - Su: 5:30p - 6:30p (Dinner),"338 Brook Hollow Road, Boone, NC, 28607",36.213957,-81.640304,36.2140537,-81.641138
236,BROC: Wilkes Community Action,710 Veterans Drive,North Wilkesboro,NC,28659,Wilkes,336.667.7174,PANTRY,M - F: 8:30a-4:00p,"710 Veterans Drive, North Wilkesboro, NC, 28659",36.208773,-81.067495,36.1659219,-81.1306822
237,Brushy Mtn Baptist - Wilkes Min of Hope,514 Elkin Highway,North Wilkesboro,NC,28659,Wilkes,336.262.7224 (JT cell),PANTRY,"M, Tu & Th: 9a - 1p","514 Elkin Highway, North Wilkesboro, NC, 28659",36.1834325,-81.1313207,36.1831184,-81.1310269
238,Brushy Mtn Baptist - Boomer Food Pantry,149 Boomer Church Road,Boomer,NC,28606,Wilkes,336.903.1414,PANTRY,Sa: 9a - 12p (2nd Saturday of each month),"149 Boomer Church Road, Boomer, NC, 28606",36.0678508,-81.2566654,36.0672199,-81.2581897
239,Antioch Baptist Church,1298 Antioch Church Rd,Wilkesboro,NC,28697,Wilkes,336.466.5400 (Kay Smith cell),PANTRY,Sa: 8a - 11a (3rd Saturday of each month);,"1298 Antioch Church Rd, Wilkesboro, NC, 28697",36.166528,-81.027275,36.1662702,-81.0281278
240,MBL- Antioch Baptist Church,12164 Elkin Hwy #268,Ronda,NC,28670,Wilkes,336.466.5400 (Kay Smith cell),PANTRY,9a - 11a (4th Saturday of the month),"12164 Elkin Hwy #268, Ronda, NC, 28670",36.2251209,-80.9261502,,
241,Pilgrim Baptist Church - Outreach Center,493 Pilgrim Baptist Church Rd,Wilkesboro,NC,28697,Wilkes,336.927.1703 (RW cell),PANTRY,Sa: 9a - 12p (3rd Saturday of each month),"493 Pilgrim Baptist Church Rd, Wilkesboro, NC, 28697",36.151092,-81.274689,36.1510867,-81.275918
242,Maple Springs United Methodist Church,15733 Elkin Hwy,Ronda,NC,28670,Wilkes,336.336.9375 (RT cell),PANTRY,Tu: 4p - 6p (3rd Tuesday of each month),"15733 Elkin Hwy, Ronda, NC, 28670",36.2382602,-80.8991128,36.2413816,-80.893188
243,Samaritan Kitchen of Wilkes,4187 US Highway 421,Wilkesboro,NC,28697,Wilkes,336.838.5331,PANTRY,"M, W & F: 9a - 12:30p","4187 US Highway 421, Wilkesboro, NC, 28697",36.149751,-81.220618,36.1492689,-81.235189
244,New Damascus Baptist Church,161 Damascus Church Rd,Wilkesboro,NC,28697,Wilkes,336.692.3727 (SS cell),PANTRY,1st & 3rd Saturday monthly 9:30a - 11:30a,"161 Damascus Church Rd, Wilkesboro, NC, 28697",36.153095,-81.115742,36.150761,-81.120859
245,Yadkin Christian Ministries,117 Woodlyn Dr,Yadkinville,NC,27055,Yadkin,336.677.3080,PANTRY,M: 4:30p - 6:45p; Tu - F: 9a - 11:45a,"117 Woodlyn Dr, Yadkinville, NC, 27055",36.1166467,-80.6539226,36.1175576,-80.6538045
246,Yadkin Christian Ministries - East Bend,118 Hwy 67,East Bend,NC,27018,Yadkin,336.699.4544,PANTRY,Tu: 5:30p - 7:30p; Th - 10a - 12p; Sa: 10a - 12p,"118 Hwy 67, East Bend, NC, 27018",36.217438,-80.525058,36.2165279,-80.512558
247,Divino Redentor Catholic Church,209 Lon Ave,Boonville,NC,27011,Yadkin,336.367.7067,PANTRY,Tu & Th: 6p - 8p; Su: 6 - 8p,"209 Lon Ave, Boonville, NC, 27011",36.2422015,-80.7089497,36.2422743,-80.709227
